id,State,match,year,Population,Violent_Crime_rate,MNMR,MNMR_rank,rape,rape_rank,robbery_rate,robbery_rate_rank,assault_rate,assault_rate_rank,property_crime_rate,property_crime_rate_rank,burglary_rate,burglary_rate_rank,larceny_theft_rate,larceny_theft_rate_rank,motor_vehicle_theft_rate,motor_vehicle_theft_rate_rank
MO,Missouri,29,1981,4938000,540.2,10.4,14,29.7,27,215.2,13,284.8,22,4811.2,27,1583.1,23,2846.6,34,381.4,21
SC,South Carolina,45,1981,3166000,640.4,10.4,15,36.3,17,120.2,30,473.5,3,4678.7,30,1595.7,21,2807.5,36,275.4,35
IL,Illinois,17,1981,11455000,792.5,10.5,13,32.4,22,373.2,6,376.3,9,5323.2,21,1511.5,26,3201.2,21,610.5,8
NM,New Mexico,35,1981,1327000,671.7,11.4,12,47.3,8,140.8,24,472.2,4,5528.9,16,1613,19,3560.8,15,355.1,24
AL,Alabama,1,1981,3916000,470.5,11.9,11,26.1,33,126.5,29,306.1,19,4428.3,35,1450.7,28,2693.3,38,284.2,33
NY,New York,36,1981,17594000,1069.6,12.3,10,31.1,24,684,2,342.1,13,5835.8,13,1991.7,7,3066.3,27,777.8,3
MS,Mississippi,28,1981,2530000,304.6,12.6,9,26,34,81.4,37,184.6,34,3232.8,48,1170.5,38,1880.9,50,181.3,49
CA,California,6,1981,24159000,863,13,8,56.2,4,388.2,5,405.6,6,6727.5,6,2238.5,4,3816.1,12,672.9,6
AK,Alaska,2,1981,412000,615.8,14.6,7,102.2,1,114.6,32,384.5,7,5979.1,12,1329.9,32,3958.7,10,690.5,4
FL,Florida,12,1981,10166000,965.1,15,6,56.1,5,348.9,7,545,1,7067.4,3,2375.9,3,4241.8,6,449.7,13
LA,Louisiana,22,1981,4305000,638.3,15.6,5,41.4,13,202,14,379.2,8,4629.4,31,1434.5,29,2832.9,35,362,23
TX,Texas,48,1981,14755000,532.4,16.6,4,46.2,9,193.3,16,276.3,23,5517.9,17,1870.4,10,3082.9,24,564.6,12
GA,Georgia,13,1981,5569000,548.2,17.2,3,42.4,11,196.4,15,292.1,20,5080.4,23,1672.1,15,3073.6,26,334.6,27
NV,Nevada,32,1981,845000,896.4,17.5,2,64.9,3,458,3,356.1,10,7695.5,2,2727.3,1,4373.4,4,594.8,10
DC,Columbia,9,1981,636000,2274.8,35.1,1,65.1,2,1635.1,1,539.6,2,8402.8,1,2646.5,2,5164.3,1,592,11
ND,North Dakota,38,1982,670000,61.8,0.7,51,9.9,51,12.7,51,38.5,51,2586.3,49,458.8,51,1987.2,47,140.3,50
NE,Nebraska,31,1982,1586000,229.6,2,50,20.7,39,61.9,41,145,41,3721.2,42,811.3,48,2732.1,34,177.9,46
ME,Maine,23,1982,1133000,163,2.1,49,13.4,48,30.5,47,117,43,3696.7,44,1047,38,2459.2,43,190.6,40
NH,New Hampshire,33,1982,951000,124.8,2.2,48,16.2,44,33.9,45,72.6,47,3704.4,43,945,44,2535.8,42,223.7,38
IA,Iowa,19,1982,2905000,172.7,2.3,45,12.5,49,36.2,43,121.8,42,3963.8,39,947.8,43,2842.3,29,173.7,48
MN,Minnesota,27,1982,4133000,219.3,2.3,46,22.7,36,101.3,33,92.9,46,4235.4,33,1182.1,33,2815.8,31,237.6,36
VT,Vermont,50,1982,516000,126.9,2.3,47,34.9,19,23.1,49,66.7,49,4564.9,28,1178.3,34,3131.8,18,254.8,33
ID,Idaho,16,1982,965000,259.2,2.5,44,16.6,43,30.3,48,209.8,31,3824,41,1031.9,39,2617.2,39,174.9,47
SD,South Dakota,46,1982,691000,99,2.7,43,11.4,50,17.1,50,67.7,48,2545.9,50,562.2,50,1865.3,49,118.4,51
HI,Hawaii,15,1982,994000,255.7,3.1,41,34.4,20,156.9,20,61.3,50,6328.6,7,1657.6,12,4250.3,4,420.6,15
WI,Wisconsin,55,1982,4765000,190.5,3.1,42,14.3,47,71.2,40,101.9,45,4248.6,32,977.2,41,3088.7,20,182.7,45
UT,Utah,49,1982,1554000,285.7,3.4,40,23.7,35,86.5,36,172.1,36,5048.3,19,1106.9,35,3689.9,13,251.5,34
RI,Rhode Island,44,1982,958000,401.8,3.7,39,19.4,42,114.7,30,264,23,4962.3,21,1400.2,23,2826.4,30,735.7,3
MA,Massachusetts,25,1982,5781000,571.4,3.8,38,25.3,32,213.8,11,328.5,14,4932.4,22,1422.1,20,2541.7,41,968.6,1
MT,Montana,30,1982,801000,224.8,3.9,37,14.9,46,33.1,46,173,35,4108.4,36,843.8,47,3006.1,25,258.4,32
WA,Washington,53,1982,4245000,406.4,4.4,36,45.9,8,117.9,29,238.3,26,5875.8,10,1680.1,10,3914.9,10,280.8,29
OR,Oregon,41,1982,2649000,473,5.1,35,39.9,11,167.3,18,260.6,25,6094.5,9,1789.7,8,4003.8,7,301,28
CT,Connecticut,10,1982,3153000,399.5,5.2,33,21.9,38,208.5,13,163.9,37,5028,20,1410.8,22,3065,21,552.2,12
WV,West Virginia,54,1982,1948000,174.8,5.2,34,15.5,45,49.8,42,104.3,44,2336.4,51,717.9,49,1435.4,51,183.1,44
DE,Delaware,11,1982,602000,559.8,5.3,32,30.9,21,122.4,26,401.2,6,5825.1,12,1444.9,17,3968.6,8,411.6,16
KS,Kansas,20,1982,2408000,335.9,5.7,30,24.8,34,87,35,218.4,28,4616.1,27,1344.8,26,3048.8,22,222.5,39
PA,Pennsylvania,42,1982,11865000,360.4,5.7,31,20.6,40,175.4,17,158.7,38,3092.3,48,900.7,45,1859.4,50,332.2,23
CO,Colorado,8,1982,3045000,504.2,6,29,44.5,10,150.6,22,303.1,17,6575.7,4,1749.1,9,4429.3,2,397.3,17
OH,Ohio,39,1982,10791000,436.7,6.3,28,29.9,22,183.6,15,217,29,4498.8,30,1309.6,27,2807.5,32,381.7,19
IN,Indiana,18,1982,5471000,300.6,6.5,26,27.8,26,109,32,157.2,39,4128.9,35,1088.8,36,2713.5,36,326.6,25
NJ,New Jersey,34,1982,7438000,607.4,6.5,27,28.9,25,307.6,7,264.4,22,5068.8,17,1430.7,18,3011.3,24,626.8,7
VA,Virginia,51,1982,5491000,309.1,7.4,25,24.9,33,122.2,28,154.6,40,3946.7,40,973.5,42,2789.1,33,184.1,43
AR,Arkansas,5,1982,2291000,324.7,8.2,24,27.1,27,78.8,38,210.6,30,3546.9,45,1071.5,37,2289.4,45,186,41
AZ,Arizona,4,1982,2860000,517,8.3,23,38.5,15,158.6,19,311.6,15,6614,3,1883.3,5,4360.9,3,369.8,20
IL,Illinois,17,1982,11448000,774.3,8.8,22,29.9,23,346.8,6,388.8,8,5066,18,1373.8,25,3093.2,19,599,8
MI,Michigan,26,1982,9109000,656.6,9.1,20,46.6,7,271.1,9,329.7,12,6128,8,1813.1,7,3623.1,14,691.7,4
NC,North Carolina,37,1982,6019000,446.3,9.1,21,22,37,85.9,37,329.5,13,4096.9,37,1309,28,2603.4,40,184.5,42
WY,Wyoming,56,1982,502000,304.2,9.2,19,27.1,28,34.3,44,233.7,27,4499.8,29,882.9,46,3367.1,15,249.8,35
KY,Kentucky,21,1982,3667000,315,9.7,16,20,41,97.3,34,188,33,3253.4,47,1029.1,40,1991.3,46,233.1,37
MO,Missouri,29,1982,4951000,506.5,9.7,17,25.9,31,193,14,278,20,4441.3,31,1391.3,24,2714.3,35,335.8,21
TN,Tennessee,47,1982,4651000,421.1,9.7,18,35.5,18,175.7,16,200.2,32,3992.5,38,1288.6,29,2371.9,44,332,24
MD,Maryland,24,1982,4265000,850,10.1,15,37.4,16,360.5,5,441.9,5,5162.3,16,1419.6,21,3350.6,16,392.1,18
AL,Alabama,1,1982,3943000,447.7,10.6,14,26,30,112,31,299.1,18,4185.8,34,1256.2,30,2656.4,38,273.3,31
OK,Oklahoma,40,1982,3177000,443.9,10.8,13,37.1,17,132.8,24,263.2,24,4778.5,23,1603.9,14,2685.7,37,488.9,13
SC,South Carolina,45,1982,3203000,720,10.9,12,38.8,14,122.4,27,547.9,3,4641.2,26,1490.9,16,2872.6,28,277.7,30
CA,California,6,1982,24724000,814.7,11.2,11,50.7,5,372.1,4,380.7,10,6470.7,6,2020.2,4,3785.1,12,665.5,5
NY,New York,36,1982,17659000,990.1,11.4,10,29.2,24,610.7,2,338.7,11,5478.1,15,1671.9,11,3025.3,23,780.8,2
NM,New Mexico,35,1982,1359000,734.5,11.6,9,48.3,6,126.2,25,548.4,2,5873.1,11,1628.8,13,3929.5,9,314.9,26
GA,Georgia,13,1982,5639000,478.2,12.6,8,39.8,13,154.6,21,271.2,21,4736.6,24,1497.9,15,2926.9,26,311.7,27
FL,Florida,12,1982,10416000,896.8,13.5,7,53.6,4,297.6,8,532,4,6568.4,5,2034.7,3,4103.9,6,429.8,14
NV,Nevada,32,1982,881000,805.4,13.6,6,61.5,3,419.6,3,310.7,16,7095.6,2,2412.7,1,4117.9,5,564.9,11
MS,Mississippi,28,1982,2551000,294.6,14,5,26.5,29,73,39,181.1,34,3278,46,1183.8,32,1940.6,48,153.6,49
LA,Louisiana,22,1982,4362000,669.1,16,4,39.9,12,212.6,12,400.6,7,4642.1,25,1424.8,19,2881.7,27,335.6,22
TX,Texas,48,1982,15280000,577.1,16.1,3,44.6,9,220,10,296.3,19,5725.1,13,1871.5,6,3283.6,17,570.1,10
AK,Alaska,2,1982,438000,623.7,18.5,2,85.4,1,133.8,23,386.1,9,5588.8,14,1188.1,31,3806.4,11,594.3,9
DC,Columbia,9,1982,631000,2123.1,30.7,1,66.7,2,1448,1,577.7,1,8287.6,1,2341.4,2,5298.7,1,647.5,6
MN,Minnesota,27,1983,4144000,190.9,1.7,51,22.4,35,79.6,35,87.2,46,3843.3,34,1075.6,32,2558.7,33,209,35
NH,New Hampshire,33,1983,959000,125.1,2,50,19.5,43,24.1,48,79.6,49,3231.2,44,821.9,45,2227.2,43,182.1,39
ME,Maine,23,1983,1146000,159.6,2.1,47,16.8,47,27.1,47,113.5,43,3521.6,43,996.1,36,2357.9,41,167.5,44
ND,North Dakota,38,1983,680000,53.7,2.1,48,12.5,51,7.8,51,31.3,51,2621.8,49,436.3,51,2056.3,46,129.1,50
SD,South Dakota,46,1983,700000,120,2.1,49,17,46,15.9,50,85,48,2427.6,50,545.7,50,1779,48,102.9,51
IA,Iowa,19,1983,2905000,181.1,2.3,46,12.6,50,41,43,125.2,42,3737.9,37,915.6,42,2664.4,28,157.9,48
NE,Nebraska,31,1983,1597000,217.7,2.6,45,21.2,39,49.8,41,144,41,3569.9,42,777,47,2631.6,29,161.4,47
RI,Rhode Island,44,1983,955000,355.2,2.7,44,16.8,48,112.9,26,222.8,25,4650.3,18,1332.1,15,2666.3,27,651.8,4
WI,Wisconsin,55,1983,4751000,190.9,2.8,43,18.1,45,71.9,37,98.1,45,4064.8,29,883.6,44,2976.9,17,204.3,36
ID,Idaho,16,1983,989000,238.7,3.5,40,18.3,44,27.3,46,189.6,31,3627.1,40,930.8,40,2525.7,36,170.6,43
MA,Massachusetts,25,1983,5767000,576.8,3.5,41,25.9,28,208.5,10,338.9,11,4434,23,1253.5,21,2321.5,42,858.9,1
UT,Utah,49,1983,1619000,256,3.5,42,24.9,31,64.3,39,163.3,36,4862,16,1015.8,35,3610.4,9,235.7,31
VT,Vermont,50,1983,525000,132.6,3.6,39,40.8,11,27.8,45,60.4,50,4000.2,32,1090.3,31,2723,26,186.9,38
MT,Montana,30,1983,817000,212.6,3.7,38,19.8,42,23.5,49,165.6,35,4431.8,24,908.2,43,3294.7,15,228.9,33
CT,Connecticut,10,1983,3138000,375,4.1,35,20,41,200.6,11,150.3,39,4602.8,20,1274.3,19,2849.6,22,478.9,11
DE,Delaware,11,1983,606000,453.1,4.1,36,37.8,15,115.3,24,295.9,16,5012.9,14,1223.4,24,3450.2,12,339.3,20
OR,Oregon,41,1983,2662000,487.8,4.1,37,40.5,12,170.3,16,273,20,5763,7,1745.8,5,3714.5,8,302.8,27
PA,Pennsylvania,42,1983,11895000,342.8,4.9,32,20.6,40,172.3,15,145,40,2852.6,48,810.6,46,1726.8,50,315.2,24
WA,Washington,53,1983,4300000,371.8,4.9,33,44.7,8,105.4,28,216.7,26,5706,9,1640.1,9,3812.9,4,253,29
WV,West Virginia,54,1983,1965000,171.8,4.9,34,13.4,49,44.2,42,109.3,44,2247.2,51,684.7,49,1380.9,51,181.6,40
IN,Indiana,18,1983,5479000,283.8,5.2,31,27.5,26,99.9,30,151.1,37,3846,33,988.3,37,2535.7,35,322.1,21
NJ,New Jersey,34,1983,7468000,553.1,5.3,30,30.3,23,269,8,248.4,24,4610.3,19,1237.2,22,2768.9,25,604.3,8
HI,Hawaii,15,1983,1023000,252.1,5.6,27,29.4,25,130,21,87.1,47,5557.5,11,1332.9,14,3804.5,5,420,14
KS,Kansas,20,1983,2425000,326.6,5.6,28,25.9,29,84,34,211,27,4203.2,26,1167.8,29,2834.4,23,201,37
OH,Ohio,39,1983,10746000,397.9,5.6,29,31.5,21,159.4,18,201.4,29,4107.2,28,1155.6,30,2607.1,31,344.6,19
WY,Wyoming,56,1983,514000,237.2,5.8,26,21.4,38,29.8,44,180.2,34,3776.7,35,705.4,48,2905.1,20,166.1,46
CO,Colorado,8,1983,3139000,476.4,6.4,25,41.9,9,126.4,23,301.7,14,6150.7,2,1532.4,11,4245.7,2,372.7,16
VA,Virginia,51,1983,5550000,292.5,7,24,24.7,32,110.5,27,150.4,38,3669,39,919.9,41,2571.4,32,177.7,41
AZ,Arizona,4,1983,2963000,494.2,7.2,23,41.9,10,132.4,20,312.7,13,5897.4,6,1668.6,7,3871.8,3,357,18
AR,Arkansas,5,1983,2328000,297.7,7.6,21,25.2,30,69.3,38,195.5,30,3202.9,45,961.3,39,2067.9,45,173.7,42
OK,Oklahoma,40,1983,3298000,423.4,7.6,22,37.8,16,128.7,22,249.3,23,4505.7,22,1509.5,12,2549.6,34,446.7,13
MO,Missouri,29,1983,4970000,477.2,8.1,19,26.8,27,167.9,17,274.4,19,4052.7,30,1217.2,25,2517.9,37,317.5,22
NC,North Carolina,37,1983,6082000,409.6,8.1,20,21.9,37,79.6,36,300,15,3774.1,36,1189.5,28,2418.1,39,166.5,45
GA,Georgia,13,1983,5732000,456.7,8.4,18,35.3,18,144.2,19,268.8,21,4048.5,31,1266.8,20,2501.7,38,280,28
MD,Maryland,24,1983,4304000,807.1,8.5,17,32.8,20,347.4,3,418.4,5,4549.9,21,1224.4,23,2961,18,364.5,17
TN,Tennessee,47,1983,4685000,402,8.8,16,35.9,17,172.8,14,184.6,32,3609.6,41,1205.9,26,2087.2,44,316.5,23
NM,New Mexico,35,1983,1399000,686.8,8.9,15,48,6,114,25,515.9,2,5659.4,10,1559.2,10,3793.9,6,306.3,26
AL,Alabama,1,1983,3959000,416,9.2,14,23.5,34,98.4,31,284.9,17,3685,38,1073.1,33,2381.4,40,230.5,32
IL,Illinois,17,1983,11486000,728.1,9.7,13,31.5,22,318.9,5,368,9,4813.3,17,1292.4,18,2952,19,569,9
KY,Kentucky,21,1983,3714000,322.2,9.8,11,22,36,87.1,33,203.3,28,3112.6,46,977,38,1920.4,47,215.2,34
SC,South Carolina,45,1983,3264000,616.8,9.8,12,35,19,104.9,29,467,4,4154.1,27,1294.8,16,2619.5,30,239.8,30
MI,Michigan,26,1983,9069000,716.7,10,10,56.1,3,285.3,7,365.3,10,5760.8,8,1691.9,6,3331.3,14,737.6,2
CA,California,6,1983,25174000,772.6,10.5,9,48,7,340.9,4,373.1,8,5904.9,5,1829.1,3,3444.5,13,631.2,7
NY,New York,36,1983,17667000,914.1,11.1,8,30,24,536.5,2,336.5,12,4988.5,15,1410.1,13,2854.7,21,723.7,3
FL,Florida,12,1983,10680000,826.7,11.2,6,48.4,5,263.4,9,503.7,3,5954.4,4,1796.8,4,3752.8,7,404.8,15
MS,Mississippi,28,1983,2587000,280.4,11.2,7,23.8,33,63.8,40,181.6,33,2927.7,47,1023.5,34,1762,49,142.1,49
NV,Nevada,32,1983,891000,655.2,12.8,5,51.3,4,307.2,6,284,18,6046.1,3,2011.4,1,3563.3,11,471.4,12
AK,Alaska,2,1983,479000,613.8,13.8,4,101.5,1,97.1,32,401.5,6,5404.8,12,1194.2,27,3566.8,10,643.8,5
LA,Louisiana,22,1983,4438000,640.9,14.2,2,39.9,14,190,12,396.8,7,4385.7,25,1292.5,17,2782.6,24,310.6,25
TX,Texas,48,1983,15724000,512.2,14.2,3,40.3,13,189.3,13,268.4,22,5395,13,1667.5,8,3202.6,16,524.9,10
DC,Columbia,9,1983,623000,1915.4,29.4,1,65.2,2,1235.6,1,585.2,1,7358.4,1,2003.7,2,4719.9,1,634.8,6
NH,New Hampshire,33,1984,977000,133.9,1,51,20.7,42,23.2,47,88.9,49,3003.8,45,735.9,46,2079.2,43,188.6,37
ND,North Dakota,38,1984,686000,53.6,1.2,50,13.1,50,7.7,51,31.6,51,2529.7,49,399.1,51,2019.8,44,110.8,50
ME,Maine,23,1984,1156000,158.5,1.7,49,13.4,49,26.4,45,117,43,3368.9,42,888.1,36,2319.3,40,161.4,43
MN,Minnesota,27,1984,4162000,211.5,1.8,47,25.3,32,71.1,35,113.3,44,3630,34,990.9,33,2432.5,35,206.6,36
SD,South Dakota,46,1984,706000,147.5,1.8,48,26.9,29,14.9,50,103.8,47,2465,50,499.9,50,1855.8,47,109.3,51
IA,Iowa,19,1984,2910000,198.7,2,46,12.9,51,38.3,42,145.5,41,3600.9,36,871.4,39,2571.1,28,158.4,44
VT,Vermont,50,1984,530000,145.1,2.3,45,19.8,45,23,49,100,48,3822.8,32,1016.4,31,2651.7,25,154.7,45
WI,Wisconsin,55,1984,4766000,196.5,2.5,44,16.6,47,66.4,38,111.1,45,3975.7,29,834.1,43,2906.5,17,235.1,32
UT,Utah,49,1984,1652000,244.2,2.8,43,20.3,44,58,40,163.1,38,4522,17,858.1,40,3437.2,11,226.7,34
HI,Hawaii,15,1984,1039000,231.9,3.3,41,30.2,24,115.9,24,82.5,50,5252.5,13,1213.6,17,3689,6,349.9,21
WY,Wyoming,56,1984,511000,242.1,3.3,42,20.9,41,23.1,48,194.7,31,3440.7,40,641.7,49,2645.4,26,153.6,46
ID,Idaho,16,1984,1001000,235.3,3.4,38,18.7,46,24.4,46,188.8,32,3436.4,41,874.2,38,2411.4,36,150.7,47
NE,Nebraska,31,1984,1606000,225.8,3.4,39,23.7,36,43.2,41,155.6,40,3270.6,43,643.8,48,2482.9,32,144,49
RI,Rhode Island,44,1984,962000,334.7,3.4,40,21.3,40,113.4,26,196.6,30,4439.3,19,1184.6,19,2562.8,30,691.9,4
MA,Massachusetts,25,1984,5798000,523.7,3.6,37,28.1,26,174.6,13,317.4,13,4064.8,25,1099.6,26,2125.1,42,840,2
KS,Kansas,20,1984,2438000,334.2,3.7,36,27.4,28,71.6,34,231.5,25,4005.2,28,1049.1,30,2749.3,22,206.8,35
CT,Connecticut,10,1984,3154000,393.8,3.9,35,24.1,35,190.5,10,175.4,37,4235,24,1128.9,23,2683.3,24,422.8,14
DE,Delaware,11,1984,613000,435.7,4.1,34,48.9,8,116,23,266.7,22,4571.1,16,1089.4,27,3221.4,16,260.4,29
MT,Montana,30,1984,824000,237.6,4.4,32,20.6,43,27.4,44,185.2,33,4415,22,858,41,3286.4,14,270.6,28
WV,West Virginia,54,1984,1952000,168.2,4.4,33,15.6,48,38.1,43,110,46,2167.7,51,648,47,1347.1,51,172.5,41
PA,Pennsylvania,42,1984,11901000,320.6,4.5,31,23.2,37,148.4,16,144.5,42,2738.9,47,743.8,45,1655.3,49,339.8,22
WA,Washington,53,1984,4349000,406.4,4.6,30,50,7,120.6,22,231.1,26,5695.3,9,1702,7,3745.8,4,247.4,30
OR,Oregon,41,1984,2674000,506.1,4.8,29,44.9,11,168.6,14,287.8,17,5737.6,7,1823.3,2,3617.9,8,296.4,26
OH,Ohio,39,1984,10752000,385.3,5.1,28,34.7,20,145.6,17,199.9,29,3887.8,30,1049.9,29,2475.3,33,362.5,19
NJ,New Jersey,34,1984,7515000,527.7,5.3,27,32.5,21,242.4,9,247.4,24,4327.8,23,1062.8,28,2690.4,23,574.6,9
IN,Indiana,18,1984,5498000,305.2,5.5,26,25,34,98.9,31,175.9,36,3624.2,35,928,35,2345.2,38,351,20
CO,Colorado,8,1984,3178000,457.8,5.8,25,39,18,114,25,299,15,6013.3,2,1561.3,11,4054.7,2,397.3,15
KY,Kentucky,21,1984,3723000,277.8,6.6,24,22.2,38,70.7,36,178.4,35,2680.7,48,785.2,44,1715.3,48,180.2,39
MO,Missouri,29,1984,5008000,460.7,7.1,23,26.5,31,140.8,19,286.2,18,3836.3,31,1115.5,25,2391.2,37,329.7,23
AR,Arkansas,5,1984,2349000,321.4,7.5,22,29.7,25,67.6,37,216.6,28,3046.1,44,885.9,37,1992.6,45,167.6,42
VA,Virginia,51,1984,5636000,295.6,7.7,21,26.7,30,102.3,30,158.9,39,3488,37,841.7,42,2462.9,34,183.4,38
AZ,Arizona,4,1984,3053000,516.1,7.8,19,43.1,12,131.1,20,334.1,12,5983.3,3,1714,6,3884.8,3,384.5,17
OK,Oklahoma,40,1984,3298000,407.5,7.8,20,39.9,17,111.2,27,248.5,23,4485.1,18,1454.8,12,2572.6,27,457.7,12
MD,Maryland,24,1984,4349000,792.3,8.1,18,37.7,19,301.1,6,445.3,5,4422.3,21,1183.8,20,2841.3,19,397.2,16
TN,Tennessee,47,1984,4717000,445.4,8.4,17,40,16,166.8,15,230.3,27,3444.2,39,1123.6,24,1954.1,46,366.4,18
NC,North Carolina,37,1984,6165000,403.6,8.7,16,21.6,39,74.8,33,298.5,16,3640.5,33,1131.3,22,2330.9,39,178.3,40
IL,Illinois,17,1984,11511000,724.9,9,15,31.2,23,303.8,5,380.9,8,4579.3,15,1173.4,21,2820.3,20,585.6,8
NM,New Mexico,35,1984,1424000,688.1,9.1,14,55,5,130.3,21,493.6,3,5555.3,10,1639.7,10,3595.2,9,320.5,24
SC,South Carolina,45,1984,3300000,624.5,9.2,13,40.3,15,103.3,29,471.7,4,4038.5,26,1231.7,15,2568.3,29,238.5,31
AL,Alabama,1,1984,3990000,431.2,9.4,11,25.1,33,96.1,32,300.6,14,3470.9,38,1001.8,32,2235.5,41,233.6,33
GA,Georgia,13,1984,5837000,478.6,9.4,12,40.4,14,144.1,18,284.7,19,4019.5,27,1204.6,18,2522.7,31,292.3,27
MI,Michigan,26,1984,9075000,760.1,9.7,9,64.8,2,306.7,4,378.9,10,5795.9,6,1644.2,9,3285.9,15,865.9,1
MS,Mississippi,28,1984,2598000,282,9.7,10,27.5,27,60.5,39,184.3,34,2777.9,46,980.1,34,1653.3,50,144.5,48
NY,New York,36,1984,17735000,914.3,10.1,8,31.6,22,506.9,2,365.8,11,4662.9,14,1257.2,13,2755.1,21,650.6,5
CA,California,6,1984,25622000,763.4,10.6,7,45.7,10,327.5,3,379.5,9,5705,8,1729.3,5,3346.1,12,629.6,6
NV,Nevada,32,1984,911000,628.5,10.8,6,60.7,3,279,7,278,20,5932.5,5,1978.4,1,3458.6,10,495.5,11
FL,Florida,12,1984,10976000,868,11.5,5,50.7,6,276.2,8,529.6,2,5953.3,4,1808,3,3718.6,5,426.7,13
AK,Alaska,2,1984,500000,621.6,11.6,4,91.6,1,109.4,28,409,7,5493.6,12,1236.8,14,3628,7,628.8,7
LA,Louisiana,22,1984,4462000,678,12.9,3,41.8,13,190.5,11,432.8,6,4432.5,20,1226.2,16,2898.9,18,307.5,25
TX,Texas,48,1984,15989000,505,13.1,2,45.9,9,178.5,12,267.4,21,5525,11,1664.1,8,3311.8,13,549.1,10
DC,Columbia,9,1984,623000,1721.5,28.1,1,58.7,4,977,1,657.6,1,6869.8,1,1758.3,4,4409.5,1,702.1,3
ND,North Dakota,38,1985,685000,47,1,51,7.3,51,6.4,51,32.3,51,2632.4,49,427,51,2087.2,45,118.2,50
SD,South Dakota,46,1985,708000,136.6,1.8,50,23.7,38,17.1,50,93.9,48,2504.2,50,546.2,50,1856.2,47,101.8,51
IA,Iowa,19,1985,2884000,211.7,1.9,49,12.6,50,41.2,42,156.1,41,3731.2,35,913.6,38,2664.2,29,153.4,49
MN,Minnesota,27,1985,4193000,256.4,2.1,47,29.6,25,85.8,33,138.9,43,3877.8,29,1017.5,32,2598.5,32,261.9,31
NH,New Hampshire,33,1985,998000,140.8,2.1,48,19.1,45,26.7,45,92.9,49,3111.1,45,762.3,45,2150.2,43,198.6,37
ID,Idaho,16,1985,1005000,234.8,2.2,46,19.1,46,26.8,44,186.8,34,3673.2,38,887.3,40,2604,30,182,41
ME,Maine,23,1985,1164000,167.5,2.4,45,14.3,49,24.4,46,126.4,44,3504.2,40,911.3,39,2427.8,37,165.1,45
WI,Wisconsin,55,1985,4775000,206.9,2.8,44,18.3,48,70.2,37,115.6,45,3809.8,31,795.5,42,2792.6,25,221.6,35
NE,Nebraska,31,1985,1606000,237.9,2.9,43,23.4,39,48.5,41,163.1,38,3456.7,43,730.4,47,2570.2,33,156,47
UT,Utah,49,1985,1645000,267.4,3,42,23.2,40,55.2,40,186,35,5050,13,942.9,35,3870.4,7,236.7,34
VT,Vermont,50,1985,535000,147.7,3.4,41,19.3,43,20.9,47,104.1,47,3740.4,34,973.8,34,2602.6,31,163.9,46
MA,Massachusetts,25,1985,5822000,538.2,3.5,40,29.8,24,188.5,13,316.5,15,4219.6,26,1120.4,25,2234.4,41,864.8,1
RI,Rhode Island,44,1985,968000,346.6,3.6,39,26.1,33,115.9,25,200.9,32,4376.9,23,1232.3,17,2491.6,35,652.9,6
CT,Connecticut,10,1985,3174000,402,3.8,37,24,35,190,12,184.1,36,4302.8,25,1135.5,24,2726,27,441.3,16
WV,West Virginia,54,1985,1936000,166,3.8,38,18.5,47,37.6,43,106.1,46,2086.8,51,618.4,49,1301.2,51,167.3,44
HI,Hawaii,15,1985,1054000,219.4,4.1,36,29.4,26,99.4,29,86.5,50,4981.1,15,1154.1,21,3544.3,11,282.7,28
WY,Wyoming,56,1985,509000,256.8,4.3,35,22.4,41,20,49,210,29,3758.3,33,690.6,48,2894.3,18,173.5,43
PA,Pennsylvania,42,1985,11853000,331.1,4.6,34,24.3,34,147,18,155,42,2706.4,47,737.5,46,1640.7,50,328.2,26
OR,Oregon,41,1985,2687000,551.1,4.7,33,50.7,8,185.6,14,310.1,18,6178.7,5,1886.5,2,3934.7,6,357.6,22
DE,Delaware,11,1985,622000,433.3,4.8,32,47.6,10,124.3,23,256.6,23,4528,22,1097.4,27,3157.2,17,273.3,30
KS,Kansas,20,1985,2450000,355.8,4.9,31,29.3,27,78.7,34,242.7,25,4019.3,28,1050.6,29,2752.4,26,216.4,36
OH,Ohio,39,1985,10744000,381.6,5.2,29,36.9,21,133.1,21,206.4,30,3805.7,32,976.5,33,2476.4,36,352.7,23
WA,Washington,53,1985,4409000,425.4,5.2,30,54.9,4,132,22,233.3,28,6103.4,6,1811.3,5,4003.2,4,288.9,27
NJ,New Jersey,34,1985,7562000,544.5,5.4,28,32.1,22,255,9,252,24,4549.9,20,1056.9,28,2828.7,22,664.3,5
CO,Colorado,8,1985,3231000,471,5.8,25,40.9,16,124.2,24,300.1,19,6448,3,1748.1,8,4267,1,432.9,17
IN,Indiana,18,1985,5499000,309.4,5.8,26,24,36,92.1,32,187.5,33,3604.7,39,914.6,37,2361.5,39,328.5,25
MT,Montana,30,1985,826000,208.5,5.8,27,19.2,44,20.9,48,162.5,39,4340.8,24,827.5,41,3238,15,275.3,29
KY,Kentucky,21,1985,3726000,305.5,6.9,24,21.6,42,75.7,36,201.3,31,2641.7,48,771.3,44,1677.2,49,193.2,39
VA,Virginia,51,1985,5706000,294.7,7.1,23,27.2,30,100.2,28,160.1,40,3484.4,42,785.1,43,2502.6,34,196.7,38
